#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,x
Azotobacter chroococcum NCIMB 8003,Bacteria;Proteobacteria;Gammaproteobacteria,NCIMB 8003,SAMN03278357,PRJNA200545,GCA_000817975.1,Complete,5.19229,65.7148,chromosome:NZ_CP010415.1/CP010415.1; plasmid pAcX50a:NZ_CP010416.1/CP010416.1; plasmid pAcX50b:NZ_CP010417.1/CP010417.1; plasmid pAcX50c:NZ_CP010418.1/CP010418.1; plasmid pAcX50d:NZ_CP010419.1/CP010419.1; plasmid pAcX50e:NZ_CP010420.1/CP010420.1; plasmid pAcX50f:NZ_CP010421.1/CP010421.1,,7,4571,2015-01-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/975/GCA_000817975.1_ASM81797v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/975/GCF_000817975.1_ASM81797v1,x
Serratia fonticola,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 4576,SAMN03450772,PRJNA279822,GCA_001006005.1,Complete,6.00051,53.6,chromosome:NZ_CP011254.1/CP011254.1,,1,5250,2015-05-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/006/005/GCA_001006005.1_ASM100600v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/005/GCF_001006005.1_ASM100600v1,x
Vibrio owensii,Bacteria;Proteobacteria;Gammaproteobacteria,XSBZ03,SAMN05213947,PRJNA314425,GCA_002021755.1,Complete,5.8902,45.7,chromosome 1:NZ_CP019959.1/CP019959.1; chromosome 2:NZ_CP019960.1/CP019960.1,,2,5115,2017-03-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/755/GCA_002021755.1_ASM202175v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/755/GCF_002021755.1_ASM202175v1,x
Enterobacter lignolyticus SCF1,Bacteria;Proteobacteria;Gammaproteobacteria,SCF1,SAMN00116754,PRJNA53533,GCA_000164865.1,Complete,4.81405,57,chromosome:NC_014618.1/CP002272.1,,1,4389,2010-10-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/865/GCA_000164865.1_ASM16486v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/865/GCF_000164865.1_ASM16486v1,x
Spiribacter salinus M19-40,Bacteria;Proteobacteria;Gammaproteobacteria,M19-40,SAMN02603230,PRJNA179191,GCA_000319575.2,Complete,1.73949,62.7,chromosome:NC_021291.1/CP005963.1,,1,1667,2013-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/575/GCA_000319575.2_ASM31957v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/319/575/GCF_000319575.2_ASM31957v2,x
Microbulbifer agarilyticus,Bacteria;Proteobacteria;Gammaproteobacteria,GP101,SAMN06311449,PRJNA371746,GCA_001999945.1,Complete,4.25563,55.4,chromosome:NZ_CP019650.1/CP019650.1,,1,3436,2017-02-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/945/GCA_001999945.1_ASM199994v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/945/GCF_001999945.1_ASM199994v1,x
Pragia fontium,Bacteria;Proteobacteria;Gammaproteobacteria,24613,SAMN03216551,PRJNA268155,GCA_001026985.1,Complete,4.09463,45.4,chromosome:NZ_CP010423.1/CP010423.1,,1,3455,2015-06-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/026/985/GCA_001026985.1_ASM102698v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/026/985/GCF_001026985.1_ASM102698v1,x
Pseudomonas mosselii,Bacteria;Proteobacteria;Gammaproteobacteria,BS011,SAMN07606279,PRJNA401506,GCA_002309555.1,Complete,5.75109,64.3,chromosome:NZ_CP023299.1/CP023299.1,,1,5053,2017-09-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/309/555/GCA_002309555.1_ASM230955v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/309/555/GCF_002309555.1_ASM230955v1,x
Yersinia similis,Bacteria;Proteobacteria;Gammaproteobacteria,228,SAMN02640350,PRJNA238010,GCA_000582515.1,Complete,4.96441,47.0098,chromosome:NZ_CP007230.1/CP007230.1; plasmid unnamed:NZ_CP007231.1/CP007231.1,,2,4152,2014-02-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/582/515/GCA_000582515.1_ASM58251v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/582/515/GCF_000582515.1_ASM58251v1,x
Legionella oakridgensis ATCC 33761_DSM 21215,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 33761_DSM 21215_OR-10,SAMN02641506,PRJNA183980,GCA_000512355.1,Complete,2.77321,40.8801,chromosome:NZ_CP004006.1/CP004006.1; plasmid unnamed:NZ_CP004007.1/CP004007.1,,2,2372,2013-12-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/355/GCA_000512355.1_ASM51235v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/355/GCF_000512355.1_ASM51235v1,x
Kosakonia sacchari SP1,Bacteria;Proteobacteria;Gammaproteobacteria,SP1,SAMN02472168,PRJNA175988,GCA_000300455.4,Complete,4.90203,53.7,chromosome:NZ_CP007215.2/CP007215.3,,1,4512,2014-02-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/455/GCA_000300455.4_ASM30045v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/455/GCF_000300455.3_ASM30045v4,x
Aeromonas dhakensis,Bacteria;Proteobacteria;Gammaproteobacteria,KN-Mc-6U21,SAMN07577462,PRJNA400818,GCA_002285935.1,Complete,4.86805,61.5,chromosome:NZ_CP023141.1/CP023141.1,,1,4297,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/935/GCA_002285935.1_ASM228593v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/935/GCF_002285935.1_ASM228593v1,x
Alcanivorax pacificus W11-5,Bacteria;Proteobacteria;Gammaproteobacteria,W11-5,SAMN02471159,PRJNA88101,GCA_000299335.2,Complete,4.16843,62.6,chromosome:NZ_CP004387.1/CP004387.1,,1,3697,2015-01-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/335/GCA_000299335.2_ASM29933v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/335/GCF_000299335.2_ASM29933v2,x
Methylophaga frappieri,Bacteria;Proteobacteria;Gammaproteobacteria,JAM7,SAMN02603343,PRJNA84459,GCA_000260965.1,Complete,2.74529,47.9185,chromosome:NC_017856.1/CP003380.1; plasmid unnamed:NC_017858.1/CP003381.1,,2,2553,2012-05-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/965/GCA_000260965.1_ASM26096v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/965/GCF_000260965.1_ASM26096v1,x
Methylophaga nitratireducenticrescens,Bacteria;Proteobacteria;Gammaproteobacteria,JAM1,SAMN02603342,PRJNA84457,GCA_000260985.3,Complete,3.1371,44.7,chromosome:NC_017857.3/CP003390.3,,1,2887,2012-05-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/985/GCA_000260985.3_ASM26098v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/985/GCF_000260985.4_ASM26098v3,x
Rhodanobacter denitrificans,Bacteria;Proteobacteria;Gammaproteobacteria,2APBS1,SAMN02232048,PRJNA50861,GCA_000230695.3,Complete,4.22549,67.5,chromosome:NC_020541.1/CP003470.1,,1,3833,2013-03-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/695/GCA_000230695.3_ASM23069v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/695/GCF_000230695.2_ASM23069v3,x
Pseudomonas cichorii JBC1,Bacteria;Proteobacteria;Gammaproteobacteria,JBC1,SAMN02641561,PRJNA232591,GCA_000517305.1,Complete,5.98601,58.1,chromosome:NZ_CP007039.1/CP007039.1,,1,5014,2014-01-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/305/GCA_000517305.1_ASM51730v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/305/GCF_000517305.1_ASM51730v1,x
Pseudomonas corrugata,Bacteria;Proteobacteria;Gammaproteobacteria,RM1-1-4,SAMN04453325,PRJNA309490,GCA_001708425.1,Complete,6.12436,60.7,chromosome:NZ_CP014262.1/CP014262.1,,1,5241,2016-08-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/425/GCA_001708425.1_ASM170842v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/425/GCF_001708425.1_ASM170842v1,x
Halorhodospira halochloris,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 1059,SAMD00046889,PRJDB4565,GCA_002356555.2,Complete,2.83456,56,chromosome:NZ_AP017372.2/AP017372.2,,1,2539,2016-02-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/555/GCA_002356555.2_HH1059_assembly_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/555/GCF_002356555.2_HH1059_assembly_1.0,x
Gilliamella apicola,Bacteria;Proteobacteria;Gammaproteobacteria,wkB1,SAMN03081539,PRJNA238854,GCA_000599985.1,Complete,3.13941,33.6,chromosome:NZ_CP007445.1/CP007445.1,,1,2689,2014-03-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/985/GCA_000599985.1_ASM59998v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/985/GCF_000599985.1_ASM59998v1,x
Lysobacter capsici,Bacteria;Proteobacteria;Gammaproteobacteria,55,SAMN03275728,PRJNA271656,GCA_001442785.1,Complete,6.39189,66.6,chromosome:NZ_CP011130.1/CP011130.1,,1,5159,2015-11-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/442/785/GCA_001442785.1_ASM144278v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/785/GCF_001442785.1_ASM144278v1,x
Zymobacter palmae,Bacteria;Proteobacteria;Gammaproteobacteria,IAM14233,SAMD00136070,PRJDB7364,GCA_003610015.1,Complete,3.02854,56.0826,chromosome:NZ_AP018933.1/AP018933.1; plasmid pZB5060:NZ_AP018934.1/AP018934.1,,2,2550,2018-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/610/015/GCA_003610015.1_ASM361001v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/610/015/GCF_003610015.1_ASM361001v1,x
Halotalea alkalilenta,Bacteria;Proteobacteria;Gammaproteobacteria,IHB B 13600,SAMN04817514,PRJNA318327,GCA_001648175.1,Complete,4.38743,64.3,chromosome:NZ_CP015243.1/CP015243.1,,1,3819,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/175/GCA_001648175.1_ASM164817v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/648/175/GCF_001648175.1_ASM164817v1,x
Legionella geestiana,Bacteria;Proteobacteria;Gammaproteobacteria,1308,SAMN11265776,PRJNA528641,GCA_004571195.1,Complete,2.66675,50.8425,chromosome:NZ_CP038271.1/CP038271.1; plasmid unnamed:NZ_CP038272.1/CP038272.1,,2,2313,2019-04-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/571/195/GCA_004571195.1_ASM457119v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/571/195/GCF_004571195.1_ASM457119v1,x
Legionella cherrii,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC11976,SAMEA3111975,PRJEB6403,GCA_900635815.1,Complete,3.72954,38.9,chromosome 1:NZ_LR134173.1/LR134173.1,,1,3025,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/815/GCA_900635815.1_34347_B01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/815/GCF_900635815.1_34347_B01,x
Legionella sainthelensi,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC11988,SAMEA24551668,PRJEB6403,GCA_900637685.1,Complete,4.16093,37.1,chromosome 1:NZ_LR134388.1/LR134388.1,,1,3211,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/685/GCA_900637685.1_52451_A01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/685/GCF_900637685.1_52451_A01,x
Legionella lansingensis,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC12830,SAMEA44548918,PRJEB6403,GCA_900187355.1,Complete,2.98926,40.7,chromosome 1:NZ_LT906451.1/LT906451.1,,1,2637,2017-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/355/GCA_900187355.1_51342_E02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/355/GCF_900187355.1_51342_E02,x
Pseudomonas moraviensis R28-S,Bacteria;Proteobacteria;Gammaproteobacteria,R28-S,SAMN02471806,PRJNA217803,GCA_000512275.1, Chromosome,6.30832,59.7312,chromosome:NZ_CM002330.1/CM002330.1; plasmid pR28:NZ_CM002331.1/CM002331.1,AYMZ01,2,11212,2013-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/275/GCA_000512275.1_ASM51227v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/275/GCF_000512275.1_ASM51227v1,x
Edwardsiella piscicida C07-087,Bacteria;Proteobacteria;Gammaproteobacteria,C07-087,SAMN02603613,PRJNA187997,GCA_000348565.1,Complete,3.85704,59.6,chromosome:NC_020796.1/CP004141.1,,1,3384,2013-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/565/GCA_000348565.1_ASM34856v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/565/GCF_000348565.1_ASM34856v1,x
Halomonas campaniensis,Bacteria;Proteobacteria;Gammaproteobacteria,LS21,SAMN02798098,PRJNA248383,GCA_000696485.1,Complete,4.07405,52.6,chromosome:NZ_CP007757.1/CP007757.1,,1,3591,2014-05-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/485/GCA_000696485.1_ASM69648v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/485/GCF_000696485.1_ASM69648v1,x
Pseudomonas simiae,Bacteria;Proteobacteria;Gammaproteobacteria,PCL1751,SAMN03372067,PRJNA257447,GCA_000934565.1,Complete,6.14395,60.4,chromosome:NZ_CP010896.1/CP010896.1,,1,5505,2015-02-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/565/GCA_000934565.1_ASM93456v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/934/565/GCF_000934565.1_ASM93456v1,x
Succinivibrio dextrinosolvens,Bacteria;Proteobacteria;Gammaproteobacteria,Z6,SAMN13552832,PRJNA545926,GCA_011065405.1,Complete,3.46855,38.9,chromosome:NZ_CP047056.1/CP047056.1,,1,2943,2020-03-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/065/405/GCA_011065405.1_ASM1106540v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/065/405/GCF_011065405.1_ASM1106540v1,x
Alteromonas australica,Bacteria;Proteobacteria;Gammaproteobacteria,H 17,SAMN02743545,PRJNA246143,GCA_000730385.1,Complete,4.30883,44.9,chromosome:NZ_CP008849.1/CP008849.1,,1,3653,2014-07-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/385/GCA_000730385.1_ASM73038v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/385/GCF_000730385.1_ASM73038v1,x
Vibrio metoecus,Bacteria;Proteobacteria;Gammaproteobacteria,2011V-1015,SAMN12648263,PRJNA266293,GCA_009763905.1,Complete,4.10291,47.0407,chromosome 1:NZ_CP046820.1/CP046820.1; chromosome 2:NZ_CP046819.1/CP046819.1,,2,3590,2019-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/763/905/GCA_009763905.1_ASM976390v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/763/905/GCF_009763905.1_ASM976390v1,x
Pseudomonas alkylphenolica,Bacteria;Proteobacteria;Gammaproteobacteria,KL28,SAMN02929205,PRJNA255831,GCA_000746525.1,Complete,5.76462,60.6,chromosome:NZ_CP009048.1/CP009048.1,,1,5154,2014-08-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/525/GCA_000746525.1_ASM74652v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/525/GCF_000746525.1_ASM74652v1,x
Acidihalobacter prosperus,Bacteria;Proteobacteria;Gammaproteobacteria,F5,SAMN05828143,PRJNA344521,GCA_001753245.1,Complete,3.56694,59.9,chromosome:NZ_CP017415.1/CP017415.1,,1,3244,2016-10-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/245/GCA_001753245.1_ASM175324v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/245/GCF_001753245.1_ASM175324v1,x
Vibrio ponticus,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 16217,SAMD00167061,PRJDB8189,GCA_009938225.1,Complete,4.79693,44.7943,chromosome 1:NZ_AP019657.1/AP019657.1; chromosome 2:NZ_AP019658.1/AP019658.1; plasmid pVPon1:NZ_AP019659.1/AP019659.1,,3,4097,2020-01-06T23:02:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/938/225/GCA_009938225.1_ASM993822v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/938/225/GCF_009938225.1_ASM993822v1,x
Cobetia marina,Bacteria;Proteobacteria;Gammaproteobacteria,JCM 21022,SAMN05592162,PRJNA339504,GCA_001720485.1,Complete,4.1764,62.4,chromosome:NZ_CP017114.1/CP017114.1,,1,3352,2016-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/485/GCA_001720485.1_ASM172048v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/485/GCF_001720485.1_ASM172048v1,x
Klebsiella michiganensis E718,Bacteria;Proteobacteria;Gammaproteobacteria,E718,SAMN02603642,PRJNA167370,GCA_000276705.2,Complete,6.56168,55.5213,chromosome:NC_018106.1/CP003683.1; plasmid pKOX_NDM1:NC_021501.1/JQ314407.1; plasmid pKOX_R1:NC_018107.1/CP003684.1,,3,5941,2012-07-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/705/GCA_000276705.2_ASM27670v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/705/GCF_000276705.2_ASM27670v2,x
Pseudomonas rhizosphaerae,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 16299,SAMN03077633,PRJNA261876,GCA_000761155.1,Complete,4.68863,62,chromosome:NZ_CP009533.1/CP009533.1,,1,4091,2014-10-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/761/155/GCA_000761155.1_ASM76115v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/761/155/GCF_000761155.1_ASM76115v1,x
Pantoea rwandensis,Bacteria;Proteobacteria;Gammaproteobacteria,ND04,SAMN03031199,PRJNA260768,GCA_000759475.1,Complete,4.32761,53.9,chromosome:NZ_CP009454.1/CP009454.1,,1,3880,2014-09-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/475/GCA_000759475.1_ASM75947v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/475/GCF_000759475.1_ASM75947v1,x
Citrobacter braakii,Bacteria;Proteobacteria;Gammaproteobacteria,FDAARGOS_253,SAMN04875579,PRJNA231221,GCA_002073755.2,Complete,5.24429,52,chromosome:NZ_CP020448.2/CP020448.2,,1,4747,2017-03-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/755/GCA_002073755.2_ASM207375v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/755/GCF_002073755.2_ASM207375v2,x
Halomonas hydrothermalis,Bacteria;Proteobacteria;Gammaproteobacteria,Y2,SAMN07609045,PRJNA401644,GCA_002442575.1,Complete,3.93343,60.2,chromosome:NZ_CP023656.1/CP023656.1,,1,3530,2017-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/575/GCA_002442575.1_ASM244257v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/575/GCF_002442575.1_ASM244257v1,x
endosymbiont of unidentified scaly snail isolate Monju,Bacteria;Proteobacteria;Gammaproteobacteria,Monju,SAMD00061055,PRJDB691,GCA_000801295.1,Complete,2.59776,65.1,chromosome:NZ_AP012978.1/AP012978.1,,1,2355,2013-08-14T23:04:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/295/GCA_000801295.1_ASM80129v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/295/GCF_000801295.1_ASM80129v1,x
Actinobacillus equuli,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC8529,SAMEA3861964,PRJEB6403,GCA_900636745.1,Complete,2.45199,40.2,chromosome 1:NZ_LR134310.1/LR134310.1,,1,2197,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/745/GCA_900636745.1_44087_C02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/745/GCF_900636745.1_44087_C02,x
Pseudomonas frederiksbergensis,Bacteria;Proteobacteria;Gammaproteobacteria,ERDD5_01,SAMN05947123,PRJNA350793,GCA_001874645.1,Complete,6.11857,58.4756,chromosome:NZ_CP017886.1/CP017886.1; plasmid unnamed1:NZ_CP017887.1/CP017887.1,,2,5469,2016-11-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/645/GCA_001874645.1_ASM187464v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/874/645/GCF_001874645.1_ASM187464v1,x
Frischella perrara,Bacteria;Proteobacteria;Gammaproteobacteria,PEB0191,SAMN02900470,PRJNA254159,GCA_000807275.1,Complete,2.69235,34.1,chromosome:NZ_CP009056.1/CP009056.1,,1,2244,2014-12-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/275/GCA_000807275.1_ASM80727v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/275/GCF_000807275.1_ASM80727v1,x
Coxiella endosymbiont of Amblyomma americanum,Bacteria;Proteobacteria;Gammaproteobacteria,C904,SAMN03273000,PRJNA233416,GCA_000815025.1,Complete,0.656901,34.6,chromosome:NZ_CP007541.1/CP007541.1,,1,565,2015-01-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/025/GCA_000815025.1_ASM81502v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/025/GCF_000815025.1_ASM81502v1,x
Allofrancisella guangzhouensis,Bacteria;Proteobacteria;Gammaproteobacteria,08HL01032,SAMN03273550,PRJNA271279,GCA_000815225.1,Complete,1.66153,31.994,chromosome:NZ_CP010427.1/CP010427.1; plasmid unnamed1:NZ_CP010428.1/CP010428.1,,2,1505,2015-01-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/225/GCA_000815225.1_ASM81522v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/225/GCF_000815225.1_ASM81522v1,x
Methylomonas denitrificans,Bacteria;Proteobacteria;Gammaproteobacteria,FJG1,SAMN02997349,PRJNA258394,GCA_000785705.2,Complete,5.1721,51.7,chromosome:NZ_CP014476.1/CP014476.1,,1,4515,2016-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/785/705/GCA_000785705.2_ASM78570v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/705/GCF_000785705.2_ASM78570v2,x
Pseudomonas balearica DSM 6083,Bacteria;Proteobacteria;Gammaproteobacteria,DSM6083_SP1402,SAMN02673660,PRJNA240670,GCA_000818015.1,Complete,4.38348,64.7,chromosome:NZ_CP007511.1/CP007511.1,,1,3972,2015-01-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/818/015/GCA_000818015.1_ASM81801v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/015/GCF_000818015.1_ASM81801v1,x
Enterobacter ludwigii,Bacteria;Proteobacteria;Gammaproteobacteria,EN-119,SAMN05787341,PRJNA343411,GCA_001750725.1,Complete,4.95277,54.6038,chromosome:NZ_CP017279.1/CP017279.1; plasmid pEN-119:NZ_CP017280.1/CP017280.1,,2,4516,2016-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/725/GCA_001750725.1_ASM175072v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/725/GCF_001750725.1_ASM175072v1,x
Aeromonas encheleia,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC12917,SAMEA4475689,PRJEB6403,GCA_900637545.1,Complete,4.54252,61.9,chromosome 1:NZ_LR134376.1/LR134376.1,,1,4000,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/545/GCA_900637545.1_51438_G01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/545/GCF_900637545.1_51438_G01,x
Aeromonas schubertii,Bacteria;Proteobacteria;Gammaproteobacteria,WL1483,SAMN04110141,PRJNA297116,GCA_001447335.1,Complete,4.40003,61.5,chromosome:NZ_CP013067.1/CP013067.1,,1,3874,2015-11-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/335/GCA_001447335.1_ASM144733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/335/GCF_001447335.1_ASM144733v1,x
