#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,x
Labilithrix luteola,Bacteria;Proteobacteria;delta/epsilon subdivisions,DSM 27648,SAMN03951129,PRJNA291650,GCA_001263205.1,Complete,12.1915,66.1,chromosome:NZ_CP012333.1/CP012333.1,,1,10366,2015-08-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/263/205/GCA_001263205.1_ASM126320v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/205/GCF_001263205.1_ASM126320v1,x
Desulfovibrio fairfieldensis,Bacteria;Proteobacteria;delta/epsilon subdivisions,CCUG 45958,SAMN04435860,PRJNA282954,GCA_001553605.1,Complete,3.69931,60.9,chromosome:NZ_CP014229.1/CP014229.1,,1,3113,2016-02-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/605/GCA_001553605.1_ASM155360v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/605/GCF_001553605.1_ASM155360v1,x
Myxococcus hansupus,Bacteria;Proteobacteria;delta/epsilon subdivisions,mixupus,SAMN02469988,PRJNA167109,GCA_000280925.3,Complete,9.49043,69.2,chromosome:NZ_CP012109.1/CP012109.1,,1,7084,2015-07-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/925/GCA_000280925.3_ASM28092v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/280/925/GCF_000280925.3_ASM28092v3,x
Helicobacter himalayensis,Bacteria;Proteobacteria;delta/epsilon subdivisions,YS1,SAMN04578135,PRJNA316195,GCA_001602095.1,Complete,1.82994,39.9,chromosome:NZ_CP014991.1/CP014991.1,,1,1664,2016-03-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/095/GCA_001602095.1_ASM160209v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/602/095/GCF_001602095.1_ASM160209v1,x
Geobacter anodireducens,Bacteria;Proteobacteria;delta/epsilon subdivisions,SD-1,SAMN04562549,PRJNA315482,GCA_001628815.1,Complete,3.66601,61.5106,chromosome:NZ_CP014963.1/CP014963.1; plasmid pSD:NZ_CP014964.1/CP014964.1,,2,2826,2016-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/815/GCA_001628815.1_ASM162881v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/628/815/GCF_001628815.1_ASM162881v1,x
Desulfuromonas soudanensis,Bacteria;Proteobacteria;delta/epsilon subdivisions,WTL,SAMN03287929,PRJNA272946,GCA_001278055.1,Complete,3.95862,61.2,chromosome:NZ_CP010802.1/CP010802.1,,1,3494,2015-09-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/055/GCA_001278055.1_ASM127805v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/055/GCF_001278055.1_ASM127805v1,x
Campylobacter hepaticus,Bacteria;Proteobacteria;delta/epsilon subdivisions,HV10,SAMN04544305,PRJNA314820,GCA_001687475.2,Complete,1.52067,28,chromosome:NZ_CP031611.1/CP031611.1,,1,1395,2018-08-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/475/GCA_001687475.2_ASM168747v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/475/GCF_001687475.2_ASM168747v2,x
Pelobacter acetylenicus,Bacteria;Proteobacteria;delta/epsilon subdivisions,DSM 3246,SAMN04909691,PRJNA319824,GCA_001888165.1,Complete,3.20605,57.4,chromosome:NZ_CP015455.1/CP015455.1; plasmid unnamed:NZ_CP015456.1/CP015456.1,,2,2798,2016-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/165/GCA_001888165.1_ASM188816v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/165/GCF_001888165.1_ASM188816v1,x
Pajaroellobacter abortibovis,Bacteria;Proteobacteria;delta/epsilon subdivisions,BTF92-0548A_99-0131,SAMN05433522,PRJNA330989,GCA_001931505.1, Chromosome,1.82163,47.5,chromosome:NZ_CP016908.1/CP016908.1,,1,1673,2017-01-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/505/GCA_001931505.1_ASM193150v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/505/GCF_001931505.1_ASM193150v1,x
Minicystis rosea,Bacteria;Proteobacteria;delta/epsilon subdivisions,DSM 24000,SAMN05017598,PRJNA321464,GCA_001931535.1,Complete,16.0407,69.1,chromosome:NZ_CP016211.1/CP016211.1,,1,12344,2017-01-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/535/GCA_001931535.1_ASM193153v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/535/GCF_001931535.1_ASM193153v1,x
Arcobacter porcinus,Bacteria;Proteobacteria;delta/epsilon subdivisions,CCUG 56899,SAMN10884417,PRJNA521386,GCA_004299785.2,Complete,2.01822,27.2,chromosome:NZ_CP036246.2/CP036246.2,,1,2010,2019-02-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/299/785/GCA_004299785.2_ASM429978v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/299/785/GCF_004299785.2_ASM429978v2,x
Pseudodesulfovibrio indicus,Bacteria;Proteobacteria;delta/epsilon subdivisions,J2,SAMN04440740,PRJNA309781,GCA_001563225.1,Complete,3.96657,63.5,chromosome:NZ_CP014206.1/CP014206.1,,1,3502,2016-02-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/225/GCA_001563225.1_ASM156322v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/563/225/GCF_001563225.1_ASM156322v1,x
Campylobacter pinnipediorum subsp. pinnipediorum,Bacteria;Proteobacteria;delta/epsilon subdivisions,RM17260,SAMN03737982,PRJNA284982,GCA_002021925.1,Complete,1.78266,30.4,chromosome:NZ_CP012546.1/CP012546.1,,1,1746,2017-03-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/925/GCA_002021925.1_ASM202192v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/925/GCF_002021925.1_ASM202192v1,x
Arcobacter marinus,Bacteria;Proteobacteria;delta/epsilon subdivisions,JCM 15502,SAMN03737953,PRJNA284968,GCA_003544855.1,Complete,2.9171,27.2,chromosome:NZ_CP032101.1/CP032101.1,,1,2725,2018-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/544/855/GCA_003544855.1_ASM354485v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/544/855/GCF_003544855.1_ASM354485v1,x
Pseudodesulfovibrio profundus,Bacteria;Proteobacteria;delta/epsilon subdivisions,500-1,SAMEA104288281,PRJEB22548,GCA_900217235.1,Complete,4.21791,52.7645,chromosome DPRO:NZ_LT907975.1/LT907975.1; plasmid paDPRO:NZ_LT907976.1/LT907976.1; plasmid pbDPRO:NZ_LT907977.1/LT907977.1,,3,3865,2017-10-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/217/235/GCA_900217235.1_DPRO_PRJEB22548_v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/217/235/GCF_900217235.1_DPRO_PRJEB22548_v1,x
Arcobacter halophilus,Bacteria;Proteobacteria;delta/epsilon subdivisions,CCUG 53805,SAMN03737952,PRJNA284967,GCA_003346755.1,Complete,2.81254,27.6,chromosome:NZ_CP031218.1/CP031218.1,,1,2644,2018-07-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/346/755/GCA_003346755.1_ASM334675v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/755/GCF_003346755.1_ASM334675v1,x
Helicobacter cholecystus,Bacteria;Proteobacteria;delta/epsilon subdivisions,NCTC13205,SAMEA104224780,PRJEB6403,GCA_900638485.1,Complete,1.42026,35.2,chromosome 1:NZ_LR134518.1/LR134518.1,,1,1298,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/485/GCA_900638485.1_57728_B01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/485/GCF_900638485.1_57728_B01,x
Arcobacter canalis,Bacteria;Proteobacteria;delta/epsilon subdivisions,LMG 29148,SAMN12421742,PRJNA558025,GCA_008000835.1,Complete,2.82948,27.5,chromosome:NZ_CP042812.1/CP042812.1,,1,2708,2019-08-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/000/835/GCA_008000835.1_ASM800083v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/000/835/GCF_008000835.1_ASM800083v1,x
Bradymonas sediminis,Bacteria;Proteobacteria;delta/epsilon subdivisions,FA350,SAMN09396997,PRJNA475614,GCA_003258315.1,Complete,5.04568,61.1,chromosome:NZ_CP030032.1/CP030032.1,,1,3698,2018-06-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/258/315/GCA_003258315.1_ASM325831v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/258/315/GCF_003258315.1_ASM325831v1,x
Halarcobacter bivalviorum,Bacteria;Proteobacteria;delta/epsilon subdivisions,LMG 26154,SAMN03737945,PRJNA284962,GCA_003346815.1,Complete,2.68469,28.1,chromosome:NZ_CP031217.1/CP031217.1,,1,2602,2018-07-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/346/815/GCA_003346815.1_ASM334681v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/815/GCF_003346815.1_ASM334681v1,x
Arcobacter suis CECT 7833,Bacteria;Proteobacteria;delta/epsilon subdivisions,CECT 7833,SAMN03737957,PRJNA177174,GCA_003544815.1,Complete,2.63927,27.4,chromosome:NZ_CP032100.1/CP032100.1,,1,2545,2018-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/544/815/GCA_003544815.1_ASM354481v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/544/815/GCF_003544815.1_ASM354481v1,x
Arcobacter ellisii,Bacteria;Proteobacteria;delta/epsilon subdivisions,LMG 26155,SAMN03737951,PRJNA284966,GCA_003544915.1,Complete,2.79995,26.9,chromosome:NZ_CP032097.1/CP032097.1,,1,2743,2018-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/544/915/GCA_003544915.1_ASM354491v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/544/915/GCF_003544915.1_ASM354491v1,x
Desulfovibrio ferrophilus,Bacteria;Proteobacteria;delta/epsilon subdivisions,IS5,SAMD00046467,PRJDB4539,GCA_003966735.1,Complete,3.72011,56.0329,chromosome:NZ_AP017378.1/AP017378.1; plasmid pDFE:NZ_AP017379.1/AP017379.1,,2,3331,2018-02-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/735/GCA_003966735.1_ASM396673v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/735/GCF_003966735.1_ASM396673v1,x
Desulfobulbus oralis,Bacteria;Proteobacteria;delta/epsilon subdivisions,HOT041_ORNL,SAMN06909033,PRJNA385722,GCA_002952055.1,Complete,2.77442,59.8,chromosome:NZ_CP021255.1/CP021255.1,,1,2304,2018-02-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/055/GCA_002952055.1_ASM295205v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/055/GCF_002952055.1_ASM295205v1,x
Desulfovibrio carbinolicus,Bacteria;Proteobacteria;delta/epsilon subdivisions,DSM 3852,SAMN08449371,PRJNA432440,GCA_004135975.1,Complete,4.68887,64.6392,chromosome:NZ_CP026538.1/CP026538.1; plasmid pDCAR1:NZ_CP026539.1/CP026539.1; plasmid pDCAR2:NZ_CP026540.1/CP026540.1; plasmid pDCAR3:NZ_CP026541.1/CP026541.1; plasmid pDCAR4:NZ_CP026543.1/CP026543.1; plasmid pDCAR5:NZ_CP026542.1/CP026542.1,,6,4072,2019-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/975/GCA_004135975.1_ASM413597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/975/GCF_004135975.1_ASM413597v1,x
Arcobacter pacificus,Bacteria;Proteobacteria;delta/epsilon subdivisions,LMG 26638,SAMN10884416,PRJNA521385,GCA_004214795.1,Complete,2.65799,28,chromosome:NZ_CP035928.1/CP035928.1,,1,2572,2019-02-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/214/795/GCA_004214795.1_ASM421479v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/214/795/GCF_004214795.1_ASM421479v1,x
Desulfoglaeba alkanexedens ALDC,Bacteria;Proteobacteria;delta/epsilon subdivisions,ALDC,SAMN11582078,PRJNA541298,GCA_005377625.1,Complete,3.36558,59.3,chromosome:NZ_CP040098.1/CP040098.1,,1,2893,2019-05-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/377/625/GCA_005377625.1_ASM537762v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/377/625/GCF_005377625.1_ASM537762v1,x
Desulfovibrio carbinoliphilus subsp. oakridgensis,Bacteria;Proteobacteria;delta/epsilon subdivisions,FW-101-2B,SAMN02256536,PRJNA38043,GCA_000177215.2, Chromosome,4.22167,66.4619,chromosome:NZ_CM001368.1/CM001368.1; plasmid pFW10101:NZ_CM001369.1/CM001369.1; plasmid pFW10102:NZ_CM001370.1/CM001370.1,ADFE02,3,3686,2010-01-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/215/GCA_000177215.2_ASM17721v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/215/GCF_000177215.2_ASM17721v2,x
Desulfosarcina ovata,Bacteria;Proteobacteria;delta/epsilon subdivisions,oXyS1,SAMD00191394,PRJDB8884,GCA_009689005.1,Complete,7.63025,53.9,chromosome:NZ_AP021879.1/AP021879.1,,1,6493,2019-11-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/689/005/GCA_009689005.1_ASM968900v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/689/005/GCF_009689005.1_ASM968900v1,x
Desulfosarcina alkanivorans,Bacteria;Proteobacteria;delta/epsilon subdivisions,PL12,SAMD00190778,PRJDB8884,GCA_009688945.1,Complete,7.32471,56.6,chromosome:NZ_AP021874.1/AP021874.1,,1,6240,2019-11-07T23:04:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/688/945/GCA_009688945.1_ASM968894v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/688/945/GCF_009688945.1_ASM968894v1,x
Desulfosarcina widdelii,Bacteria;Proteobacteria;delta/epsilon subdivisions,PP31,SAMD00190779,PRJDB8884,GCA_009688965.1,Complete,7.29772,54,chromosome:NZ_AP021875.1/AP021875.1,,1,6530,2019-11-07T23:05:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/688/965/GCA_009688965.1_ASM968896v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/688/965/GCF_009688965.1_ASM968896v1,x
Arcobacter peruensis,Bacteria;Proteobacteria;delta/epsilon subdivisions,PSE-93,SAMN10031634,PRJNA490269,GCA_003711085.1, Chromosome,2.8161,27.8,chromosome:NZ_CP032363.1/CP032363.1,,1,2674,2018-11-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/711/085/GCA_003711085.1_ASM371108v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/711/085/GCF_003711085.1_ASM371108v1,x
Campylobacter armoricus,Bacteria;Proteobacteria;delta/epsilon subdivisions,CA639,SAMN10711499,PRJNA573622,GCA_009036385.1,Complete,1.76743,28.4421,chromosome:NZ_CP044262.1/CP044262.1; plasmid pCA639-1:NZ_CP044261.1/CP044261.1; plasmid pCA639-2:NZ_CP044263.1/CP044263.1,,3,1674,2019-10-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/036/385/GCA_009036385.1_ASM903638v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/036/385/GCF_009036385.1_ASM903638v1,x
Campylobacter jejuni subsp. doylei,Bacteria;Proteobacteria;delta/epsilon subdivisions,NCTC11951,SAMEA4362433,PRJEB6403,GCA_900637255.1,Complete,1.89123,30.7,chromosome 1:LR134359.1,,1,2061,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/255/GCA_900637255.1_50377_B01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/255/GCF_900637255.1_50377_B01,x
